2026-07-19T00:14:37+00:00 INFO Start-Cartflows_Admin_Report_Emails::send_weekly_report_email
2026-07-19T00:14:37+00:00 INFO Send weekly emails to dev-email@wpengine.local
2026-07-19T00:14:37+00:00 INFO Total Revenue: <span class="woocommerce-Price-amount amount"><bdi><span class="woocommerce-Price-currencySymbol" translate="no">&#36;</span>0.00</bdi></span>
2026-07-19T01:05:36+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T01:05:36+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T01:33:51+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T01:33:51+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T03:09:39+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T03:09:39+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T04:05:56+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T04:05:56+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T04:08:24+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T04:08:24+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T04:12:15+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T04:12:15+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T04:15:14+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T04:15:14+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T04:15:19+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T04:15:19+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T04:15:43+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T04:15:43+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T04:16:25+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T04:16:25+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T04:16:27+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T04:16:27+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T04:24:26+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T04:24:26+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T04:30:03+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T04:30:03+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T04:31:58+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T04:31:58+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T04:32:24+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T04:32:24+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T04:34:10+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T04:34:10+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T04:35:31+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T04:35:31+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T04:40:04+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T04:40:04+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T04:42:47+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T04:42:47+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T04:44:34+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T04:44:34+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T04:47:29+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T04:47:29+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T04:49:58+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T04:49:58+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T05:05:51+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T05:05:51+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T05:54:56+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T05:54:56+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
2026-07-19T08:05:22+00:00 INFO Webhook event: cartflows_step_visited - Step 10 (Type: checkout)
2026-07-19T08:05:22+00:00 INFO Webhook dispatch: No webhooks found for event cartflows_step_visited
